Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic,Preprocessed_review
Bénin,Bembèrèkè,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Bembèrèkè,Banque Atlantique Agence Parakou,Not available,"Cinema, Rte De Transa, Parakou, Bénin",not available,Thierry Tobossi,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/106242779399685873165/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Bembèrèkè,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Bembèrèkè,Bceao,+229 21 36 46 00,"9C3G+6Jv, Cotonou, Bénin",not available,Conrad Glonou,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/101172451881330539259/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Bohicon,Bank Of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",not available,Jela Smiley,4,bon,2022-06-28,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Bohicon,Banque Atlantique Agence Bohicon,Not available,"53G7+467, Rnie4, Bohicon, Bénin",not available,Posidius Viahounde,2,Mauvaise expérience car service beaucoup trop lent.,2023-06-28,0,https://www.google.com/maps/contrib/102535964378520076856/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvaise expérience car service beaucoup trop lent
Bénin,Bohicon,Diamond Bank Agence Bohicon,+229 21 31 95 29,"Qtier Gankou Ponsa, Rte De La Gare,, Maison Avononmadégbé Dominique, Bohicon 10000, Bénin",not available,Franck Kassa,5,Très bon,2013-06-30,0,https://www.google.com/maps/contrib/115655413169396951968/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Bohicon,Ecobank Bohicon,+229 22 51 06 63,"Bohicon, Bénin",ecobank.com,Prisca Mariano,1,Très mauvais,2017-06-29,0,https://www.google.com/maps/contrib/117618644413982474502/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Boukoumbé,Bank Of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",not available,Jela Smiley,4,bon,2022-06-28,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Boukoumbé,Bank Of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",not available,Jela Smiley,4,bon,2022-06-28,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Boukoumbé,Agence Boa Abomey,+229 21 36 51 48,"52M7+5Pg, Abomey, Bénin",not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",2023-06-28,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,utilisez guichet automatique cela fonctionne parfaitement
Bénin,Boukoumbé,Boa: Agence Les Cocotiers,+229 21 30 10 01,"993X+F6M, Cotonou, Bénin",not available,Kolawole Alidou Tadde,1,Très mauvais,2019-06-29,0,https://www.google.com/maps/contrib/104469217193584824002/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Boukoumbé,Boa: Agence Les Cocotiers,+229 21 30 10 01,"993X+F6M, Cotonou, Bénin",not available,Kolawole Alidou Tadde,1,Très mauvais,2019-06-29,0,https://www.google.com/maps/contrib/104469217193584824002/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Boukoumbé,Uba Cocotiers,+229 21 31 24 24,"993X+Fgp, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,bon,2015-06-30,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Boukoumbé,Agence Boa Menontin,+229 21 36 51 26,"99Q7+Fpr, Cotonou, Bénin",not available,Gérardo Hounton,2,mauvais,2023-09-01,0,https://www.google.com/maps/contrib/106081888862602380970/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Bénin,Boukoumbé,Boa Agence Akpakpa,Not available,"9C6W+H6C, Cotonou, Bénin",not available,Ong Sahel,5,Très bon,2021-06-28,0,https://www.google.com/maps/contrib/115931652522792074705/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Boukoumbé,Boa Benin (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+Rrc Benin City, Ave Jean-Paul Ii, Cotonou, Bénin",bank-of-africa.net,Gylnex Sotchenou,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Boukoumbé,Ecobank Natitingou,+229 23 82 02 34,"La Gare Routière, Rnie3, A Côté De, Natitinqou, Bénin",ecobank.com,Youssoufou Traore,4,excellent,2023-06-28,0,https://www.google.com/maps/contrib/112874544210455099579/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,excellent
Bénin,Boukoumbé,Cbao Saint Michel,+229 21 36 59 02,"9C7G+Pc5, Boulevard Saint Michel, Cotonou, Bénin",not available,Boris Hounkpatin,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/107130408256314206762/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Boukoumbé,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue Du Gouverneur Bayol, Cotonou, Bénin",not available,Isabelle Queen,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Boukoumbé,Boa: Agence De Togoudo,+229 21 35 30 10,"Cruce De Los Tres Bancos, Av.Jean Paul Ii, Godomey, Bénin",not available,Romanus Sergio Houenou De Dravo,4,bon,2017-06-29,0,https://www.google.com/maps/contrib/100307992615263183632/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Boukoumbé,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Boukoumbé,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Boukoumbé,Ecobank Bénin,+229 21 31 40 23,"Rue 232, Cotonou, Bénin",ecobank.com,Patrick Yadjemi,3,neutre,2015-06-30,0,https://www.google.com/maps/contrib/112943603722096541763/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Boukoumbé,Sgb Agence Calavi Super U,Not available,"F9Q5+Wwm, Super U Calavi, Direction To Akassato, Abomey Calavi, Bénin",not available,Jeanne Medenou,5,"Accueil chaleureux.
Temps moyen d’attente mais service agréable",2023-08-02,2,https://www.google.com/maps/contrib/112518707690050059316/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,accueil chaleureux temps moyen d’attente service agréable
Bénin,Boukoumbé,Distributeurs Bank Of Africa Benin,+229 21 31 32 28,"9C2J+Pq4 Banque Cotonou, Ave Jean-Paul Ii, Cotonou, Bénin",boabenin.com,Tahirou Moussa,3,neutre,2018-06-29,0,https://www.google.com/maps/contrib/109460622052640858073/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Boukoumbé,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément Labintan,3,neutre,2016-06-29,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Boukoumbé,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Comé,Uba De Comè,Not available,"Cv5J+Jjp, Comé, Bénin",not available,Osinachi Chukwu,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/101470220014591211415/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Comé,Ccei Bank Agence Ganhi,+229 21 36 59 10,"9C3Q+M6F, Cotonou, Bénin",cceibankbenin.com,Julien Houangni,5,Très bon,2020-06-28,0,https://www.google.com/maps/contrib/105819122026079790411/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Comé,Coris Bank Benin,+229 61 04 48 85,"122 Boulevard Steinmetz, Cotonou, Bénin",not available,Genevieve Bessanh,5,Très bon,2019-06-29,0,https://www.google.com/maps/contrib/102727450135042440373/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Comé,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément Labintan,3,neutre,2016-06-29,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Comé,Cbao Saint Michel,+229 21 36 59 02,"9C7G+Pc5, Boulevard Saint Michel, Cotonou, Bénin",not available,Boris Hounkpatin,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/107130408256314206762/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Comé,Ecobank Bénin,+229 21 31 40 23,"Rue 232, Cotonou, Bénin",ecobank.com,Patrick Yadjemi,3,neutre,2015-06-30,0,https://www.google.com/maps/contrib/112943603722096541763/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Comé,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Comé,Bsic Benin Sa,+229 51 20 96 69,"9C2H+W6H, Rue Des Dako Donou, Cotonou, Bénin",not available,Jean-Claude Zossou,2,mauvais,2019-06-29,0,https://www.google.com/maps/contrib/110857139024129987023/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Bénin,Comé,Bceao,+229 21 36 46 00,"9C3G+6Jv, Cotonou, Bénin",not available,Conrad Glonou,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/101172451881330539259/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Comé,"Nsia Banque, Menontin",Not available,"99Q7+7Mp, Cotonou, Bénin",not available,Energy Consult,5,Très bon,2021-06-28,0,https://www.google.com/maps/contrib/107275292093327550123/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Comé,Ecobank Missèbo,+229 21 31 61 64,"Avenue Pierre Delorme, Cotonou, Bénin",ecobank.com,أبوبكر صالح,3,neutre,2022-06-28,0,https://www.google.com/maps/contrib/115212040516858537463/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Comé,Boa Benin (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+Rrc Benin City, Ave Jean-Paul Ii, Cotonou, Bénin",bank-of-africa.net,Gylnex Sotchenou,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Comé,Uba Cocotiers,+229 21 31 24 24,"993X+Fgp, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,bon,2015-06-30,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Cotonou,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Cotonou,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue Du Gouverneur Bayol, Cotonou, Bénin",not available,Isabelle Queen,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Cotonou,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément Labintan,3,neutre,2016-06-29,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Cotonou,Atlantique Banque,+229 62 40 40 19,"994J+Q28, Rue 2100, Cotonou, Bénin",not available,Harvey Azanhoue,5,Très bon,2022-06-28,0,https://www.google.com/maps/contrib/104592052808097044286/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Cotonou,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Cotonou,Banque Atlantique,Not available,"9Cj6+Fpq, Cotonou, Bénin",not available,Hamed Azagba (Ham94),4,bon,2017-06-29,0,https://www.google.com/maps/contrib/101852539079640866157/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Cotonou,Uba Cocotiers,+229 21 31 24 24,"993X+Fgp, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,bon,2015-06-30,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Cotonou,Boa Benin (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+Rrc Benin City, Ave Jean-Paul Ii, Cotonou, Bénin",bank-of-africa.net,Gylnex Sotchenou,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Cotonou,Coris Bank Benin,+229 61 04 48 85,"122 Boulevard Steinmetz, Cotonou, Bénin",not available,Genevieve Bessanh,5,Très bon,2019-06-29,0,https://www.google.com/maps/contrib/102727450135042440373/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Cotonou,Bsic Benin Sa,+229 51 20 96 69,"9C2H+W6H, Rue Des Dako Donou, Cotonou, Bénin",not available,Jean-Claude Zossou,2,mauvais,2019-06-29,0,https://www.google.com/maps/contrib/110857139024129987023/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Bénin,Cotonou,Banque Atlantique Agence Étoile Rouge,Not available,"9Cc5+7Mg, Cotonou, Bénin",not available,Linette Sogansa,3,neutre,2022-06-28,0,https://www.google.com/maps/contrib/109620995428442961122/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Cotonou,Société Générale Agence Saint Michel,Not available,"9C8G+3Rq, Boulevard Saint Michel, Cotonou, Bénin",not available,Aboudou-Razakou Koni,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/103955382379628211248/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Cotonou,Nsia Bank,Not available,"996G+C98, Cotonou, Bénin",not available,Sèmako Wilfried Agossouve,5,Très bon,2019-06-29,0,https://www.google.com/maps/contrib/105886703318224244852/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Cotonou,Orabank Agence Centrale,+229 21 31 31 00,"9C3M+Fpv, Rue 637, Cotonou, Bénin",orabank.net,Sergio Koffi,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/102250377552000587849/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
